Team,IncidentNumber,OpenTime,CloseTime,ResolvedBy,DurationHours
Team 4,INC1243,2025-05-02 13:00:00,2025-05-03 02:57:34.320218,Team 4_Member_5,13.95953339388889
Team 5,INC1244,2025-05-08 14:00:00,2025-05-08 15:32:40.801664,Team 5_Member_3,1.5446671288888887
Team 4,INC1245,2025-05-01 09:00:00,2025-05-01 15:48:42.552852,Team 4_Member_2,6.811820236666667
Team 10,INC1246,2025-05-05 21:00:00,2025-05-06 14:13:05.086687,Team 10_Member_1,17.21807963527778
Team 4,INC1247,2025-05-09 23:00:00,2025-05-10 08:15:44.448830,Team 4_Member_5,9.262346897222223
Team 8,INC1248,2025-05-07 12:00:00,2025-05-07 14:36:14.148808,Team 8_Member_5,2.6039302244444444
Team 2,INC1249,2025-05-04 22:00:00,2025-05-05 07:07:26.581583,Team 2_Member_3,9.124050439722222
Team 4,INC1250,2025-05-02 01:00:00,2025-05-02 03:54:03.013173,Team 4_Member_4,2.9008369925
Team 5,INC1251,2025-05-01 10:00:00,2025-05-02 17:57:36.328893,Team 5_Member_4,31.960091359166665
Team 8,INC1252,2025-05-02 21:00:00,2025-05-03 06:32:37.779591,Team 8_Member_2,9.543827664166667
Team 10,INC1253,2025-05-05 07:00:00,2025-05-05 14:02:59.799869,Team 10_Member_5,7.0499444080555556
Team 9,INC1254,2025-05-05 14:00:00,2025-05-06 02:56:59.139157,Team 9_Member_1,12.949760876944444
Team 4,INC1255,2025-05-06 12:00:00,2025-05-07 13:34:28.896882,Team 4_Member_4,25.574693578333335
Team 8,INC1256,2025-05-04 19:00:00,2025-05-04 23:41:27.622631,Team 8_Member_2,4.691006286388888
Team 9,INC1257,2025-05-02 04:00:00,2025-05-02 05:06:03.259287,Team 9_Member_3,1.1009053575
Team 9,INC1258,2025-05-07 06:00:00,2025-05-07 07:18:37.171934,Team 9_Member_3,1.3103255372222222
Team 5,INC1259,2025-05-04 17:00:00,2025-05-05 11:15:25.851989,Team 5_Member_5,18.257181108055555
Team 6,INC1260,2025-05-01 00:00:00,2025-05-01 20:23:39.261524,Team 6_Member_1,20.394239312222222
Team 7,INC1261,2025-05-07 23:00:00,2025-05-08 08:21:44.066588,Team 7_Member_3,9.36224071888889
Team 9,INC1262,2025-05-06 16:00:00,2025-05-06 18:18:05.138968,Team 9_Member_5,2.301427491111111
Team 9,INC1263,2025-05-07 09:00:00,2025-05-07 13:03:25.700277,Team 9_Member_5,4.057138965833333
Team 4,INC1264,2025-05-04 17:00:00,2025-05-05 18:14:21.317142,Team 4_Member_1,25.23925476166667
Team 2,INC1265,2025-05-10 02:00:00,2025-05-10 15:22:30.322260,Team 2_Member_2,13.375089516666668
Team 1,INC1266,2025-05-08 18:00:00,2025-05-09 00:01:22.164621,Team 1_Member_3,6.022823505833333
Team 3,INC1267,2025-05-09 06:00:00,2025-05-09 07:48:33.785805,Team 3_Member_1,1.8093849458333335
Team 5,INC1268,2025-05-08 08:00:00,2025-05-08 23:09:49.805678,Team 5_Member_1,15.163834910555554
Team 6,INC1269,2025-05-07 11:00:00,2025-05-07 13:23:28.374074,Team 6_Member_2,2.3912150205555553
Team 1,INC1270,2025-05-04 11:00:00,2025-05-04 17:08:35.363237,Team 1_Member_1,6.143156454722223
Team 4,INC1271,2025-05-03 14:00:00,2025-05-05 23:40:50.938145,Team 4_Member_4,57.68081615138889
Team 1,INC1272,2025-05-10 07:00:00,2025-05-10 07:41:39.553830,Team 1_Member_1,0.6943205083333333
Team 7,INC1273,2025-05-06 02:00:00,2025-05-06 18:05:00.550187,Team 7_Member_3,16.083486163055557
Team 1,INC1274,2025-05-10 04:00:00,2025-05-10 10:23:16.288559,Team 1_Member_5,6.387857933055556
Team 8,INC1275,2025-05-01 17:00:00,2025-05-01 20:28:55.319826,Team 8_Member_3,3.4820332850000004
Team 3,INC1276,2025-05-09 01:00:00,2025-05-09 08:38:43.743521,Team 3_Member_2,7.645484311388889
Team 1,INC1277,2025-05-10 05:00:00,2025-05-10 13:12:05.884457,Team 1_Member_2,8.201634571388889
Team 4,INC1278,2025-05-01 07:00:00,2025-05-02 02:47:22.175819,Team 4_Member_1,19.789493283055556
Team 7,INC1279,2025-05-02 07:00:00,2025-05-02 10:10:43.282286,Team 7_Member_3,3.1786895238888886
Team 3,INC1280,2025-05-06 03:00:00,2025-05-06 19:07:54.977320,Team 3_Member_2,16.131938144444444
Team 7,INC1281,2025-05-02 07:00:00,2025-05-02 19:35:12.597355,Team 7_Member_4,12.58683259861111
Team 8,INC1282,2025-05-03 08:00:00,2025-05-03 10:30:35.747059,Team 8_Member_1,2.509929738611111
Team 8,INC1283,2025-05-03 23:00:00,2025-05-04 00:05:57.698110,Team 8_Member_3,1.099360586111111
Team 5,INC1284,2025-05-03 02:00:00,2025-05-03 12:34:37.167201,Team 5_Member_3,10.576990889166666
Team 8,INC1285,2025-05-02 10:00:00,2025-05-02 12:47:10.302591,Team 8_Member_2,2.7861951641666667
Team 8,INC1286,2025-05-06 23:00:00,2025-05-07 04:03:41.129621,Team 8_Member_3,5.061424894722222
Team 5,INC1287,2025-05-06 21:00:00,2025-05-07 00:28:09.609190,Team 5_Member_5,3.4693358861111108
Team 2,INC1288,2025-05-01 06:00:00,2025-05-01 19:18:52.017388,Team 2_Member_2,13.314449274444444
Team 5,INC1289,2025-05-05 15:00:00,2025-05-05 17:00:07.308118,Team 5_Member_3,2.002030032777778
Team 4,INC1290,2025-05-08 19:00:00,2025-05-09 07:10:19.699152,Team 4_Member_5,12.172138653333334
Team 1,INC1291,2025-05-07 03:00:00,2025-05-07 07:05:33.760592,Team 1_Member_5,4.092711275555556
Team 2,INC1292,2025-05-09 22:00:00,2025-05-09 22:20:53.794040,Team 2_Member_3,0.3482761222222222
Team 4,INC1293,2025-05-02 12:00:00,2025-05-02 17:15:58.897414,Team 4_Member_5,5.266360392777777
Team 9,INC1294,2025-05-03 04:00:00,2025-05-03 07:29:16.799109,Team 9_Member_2,3.4879997525
Team 4,INC1295,2025-05-04 13:00:00,2025-05-05 04:07:49.146783,Team 4_Member_2,15.130318550833332
Team 1,INC1296,2025-05-07 13:00:00,2025-05-07 19:40:59.531868,Team 1_Member_2,6.683203296666666
Team 7,INC1297,2025-05-05 17:00:00,2025-05-05 17:13:38.121221,Team 7_Member_1,0.2272558947222222
Team 9,INC1298,2025-05-10 20:00:00,2025-05-11 01:09:03.051132,Team 9_Member_2,5.150847536666666
Team 9,INC1299,2025-05-10 21:00:00,2025-05-12 14:36:22.469875,Team 9_Member_3,41.60624163194445
